descricao;endereco;area;quartos;wc;vagas;valor;condominio;wlink
Apartamento para venda tem 70 m² com 2 quartos em Armação - Salvador - BA;Rua Rodolpho Coelho Cavalcante, 1175;[];[2];[3];[2];490000;613;https://www.vivareal.com.br//imovel/apartamento-2-quartos-armacao-bairros-salvador-com-garagem-70m2-venda-RS490000-id-2556390161/
Apartamento com 3/4 (1 suíte) à venda, 108 m² por R$ 475.000 - Canela - Salvador/BA;-;['140'];[3];[1];[1];475000;1187;https://www.vivareal.com.br//imovel/apartamento-3-quartos-canela-bairros-salvador-com-garagem-108m2-venda-RS475000-id-2556073823/
APTO NO CORREDOR DA VITÓRIA COM 2/4 E GABINETE, NASCENTE, LOCALIZAÇÃO PRIVILEGIADA!;-;['95'];[2];[2];[1];680000;840;https://www.vivareal.com.br//imovel/apartamento-2-quartos-vitoria-bairros-salvador-com-garagem-95m2-venda-RS680000-id-2535019286/
Apartamento em Armação / Orla - 2/4 com 1 suíte , varanda e 2 vagas;Avenida Octávio Mangabeira, 4707;['65'];[2];[2];[2];435000;0;https://www.vivareal.com.br//imovel/apartamento-2-quartos-jardim-armacao-bairros-salvador-com-garagem-65m2-venda-RS435000-id-2557152824/
Apartamento para Locação, 3 quartos amplos, na Rua João das Botas Canela, ao lado Drogasil;Rua João das Botas;['149'];[3];[3];[1];576000;1200;https://www.vivareal.com.br//imovel/apartamento-3-quartos-canela-bairros-salvador-com-garagem-149m2-venda-RS576000-id-2558359760/
Apartamento RESIDENCIAL em SALVADOR - BA, GRAÇA;-;['125'];[3];[3];[1];3000;770;https://www.vivareal.com.br//imovel/apartamento-3-quartos-graca-bairros-salvador-com-garagem-125m2-venda-RS550000-id-2537492600/
Apartamento para venda tem 230 metros quadrados com 4 quartos em Horto Florestal - Salvador - BA;Rua Estácio Gonzaga, 640;['230'];[4];[5];[4];3100000;1;https://www.vivareal.com.br//imovel/apartamento-4-quartos-horto-florestal-bairros-salvador-com-garagem-230m2-venda-RS3100000-id-2558429103/
Apartamento para Venda em Salvador, Armação, 3 dormitórios, 1 suíte, 3 banheiros, 2 vagas;-;['104'];[3];[3];[2];629000;830;https://www.vivareal.com.br//imovel/apartamento-3-quartos-armacao-bairros-salvador-com-garagem-104m2-venda-RS629000-id-2556860829/
APARTAMENTO 2 QUARTOS COM SUÍTE - BARRA;-;['160'];[2];[2];[1];650000;1400;https://www.vivareal.com.br//imovel/apartamento-2-quartos-barra-bairros-salvador-com-garagem-160m2-venda-RS650000-id-2551835706/
3 SUÍTES ,AMPLA VARANDA GOURMET ,PORTEIRA FECHADA;Alameda dos Sombreiros;[];[3];[1];[4];1700000;0;https://www.vivareal.com.br//imovel/apartamento-3-quartos-caminho-das-arvores-bairros-salvador-com-garagem-140m2-venda-RS1700000-id-2558375959/
Edf. Manuela, 3 quartos em 144m² com 2 vagas de garagem no Costa Azul - Autêntico;Rua Professor Isaías Alves de Almeida, 358;['144'];[3];[3];[2];329000;900;https://www.vivareal.com.br//imovel/apartamento-3-quartos-costa-azul-bairros-salvador-com-garagem-144m2-venda-RS329000-id-2556658084/
Apartamento para Venda em Salvador, Pituba, 2 dormitórios, 1 suíte, 2 banheiros, 1 vaga;Rua Bahia, 111;['80'];[2];[2];[1];255000;350;https://www.vivareal.com.br//imovel/apartamento-2-quartos-pituba-bairros-salvador-com-garagem-80m2-venda-RS255000-id-2515907578/
Apartamento para venda tem 133 metros quadrados com 3 quartos em Horto Florestal - Salvador - BA;Rua Estácio Gonzaga, 13;['133'];[3];[3];[2];1080000;0;https://www.vivareal.com.br//imovel/apartamento-3-quartos-horto-florestal-bairros-salvador-com-garagem-133m2-venda-RS1080000-id-2550474882/
Apartamento à venda no bairro Armação - Salvador/BA;Rua João Mendes da Costa Filho;['78'];[2];[2];[1];260000;350;https://www.vivareal.com.br//imovel/apartamento-2-quartos-armacao-bairros-salvador-com-garagem-78m2-venda-RS260000-id-2549849479/
3/4 Suíte Pituba 125 m2 (Rua Ceará);Rua Ceará, ;['125'];[3];[3];[1];440000;1365;https://www.vivareal.com.br//imovel/apartamento-3-quartos-pituba-bairros-salvador-com-garagem-125m2-venda-RS440000-id-2544957024/
Apartamento para venda com 57 metros quadrados com 2 quartos em Nova Brasília - Salvador - BA;Avenida Aliomar Baleeiro, 75;['57'];[2];[1];[1];135000;210;https://www.vivareal.com.br//imovel/apartamento-2-quartos-nova-brasilia-bairros-salvador-com-garagem-57m2-venda-RS135000-id-2551983048/
Pituba Privilege quarto e sala com visa mar a venda na Pituba com 55m2;Avenida Octávio Mangabeira, 1945;['55'];[1];[1];[1];400000;570;https://www.vivareal.com.br//imovel/apartamento-1-quartos-pituba-bairros-salvador-com-garagem-55m2-venda-RS400000-id-2554211104/
Apartamento à venda com 2 quartos no Horto Florestal Código FS17444;Avenida Santa Luzia, 90;['95'];[2];[3];[2];1090000;940;https://www.vivareal.com.br//imovel/apartamento-2-quartos-horto-florestal-bairros-salvador-com-garagem-95m2-venda-RS1090000-id-2554842002/
Imbui- Rua das Patativas - 3 quartos;Rua das Patativas;['74'];[3];[2];[1];325000;420;https://www.vivareal.com.br//imovel/apartamento-3-quartos-imbui-bairros-salvador-com-garagem-74m2-venda-RS325000-id-2537197613/
Ótimo apartamento para locação e venda, 57 m², 2 quartos suíte, varanda em Armação - Salvador - BA;Rua João Mendes da Costa Filho, 546;['57'];[2];[2];[1];240000;602;https://www.vivareal.com.br//imovel/apartamento-2-quartos-costa-azul-bairros-salvador-com-garagem-57m2-venda-RS240000-id-2532868689/
Apartamento para venda possui 106 metros quadrados com 3 quartos em Costa Azul;Rua Arthur de Azevêdo Machado, 111;['106'];[3];[2];[2];520000;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-costa-azul-bairros-salvador-com-garagem-106m2-venda-RS520000-id-2549702356/
IMOVEL A VENDA DE 3 QUARTOS - PARALELA PARK .;Rua Procurador Nelson Castro;[];[3];[2];[0];153000;150;https://www.vivareal.com.br//imovel/apartamento-3-quartos-trobogy-bairros-salvador-61m2-venda-RS153000-id-2551840379/
APARTAMENTO 3 QUAERTOS - 136 M² - 3 QUARTOS - RESIDENCIAL MAR DE ANTILHAS – CAMINHO DAS ÁRVORES – SA;Rua do Ébano, 194;['132'];[3];[3];[2];651000;1370;https://www.vivareal.com.br//imovel/apartamento-3-quartos-caminho-das-arvores-bairros-salvador-com-garagem-132m2-venda-RS651000-id-2552113173/
Apartamento Para Venda 83m², 3 quartos | Pituba - Salvador, BA;Alameda Gênova, 168;['83'];[3];[3];[2];320000;760;https://www.vivareal.com.br//imovel/apartamento-3-quartos-pituba-bairros-salvador-com-garagem-83m2-venda-RS320000-id-2558514303/
APARTAMENTO RESIDENCIAL em SALVADOR - BA, ONDINA;-;['78'];[2];[3];[2];620000;725;https://www.vivareal.com.br//imovel/apartamento-2-quartos-ondina-bairros-salvador-com-garagem-78m2-venda-RS620000-id-2551031565/
Oportunidade 2/4, varanda, portaria 24h, localizado;Rua Conselheiro Pedro Luiz, 0;[];[2];[2];[1];325000;460;https://www.vivareal.com.br//imovel/apartamento-2-quartos-rio-vermelho-bairros-salvador-com-garagem-70m2-venda-RS325000-id-2557734323/
Apartamento para venda com 2 quartos em Vila Laura - Salvador - BA;Rua Raul Leite, 1470;[];[2];[2];[1];525000;450;https://www.vivareal.com.br//imovel/apartamento-2-quartos-vila-laura-bairros-salvador-com-garagem-72m2-venda-RS525000-id-2555720914/
Apartamento com 3 quartos para venda no Imbuí - Salvador - BA;-;[];[3];[3];[1];484000;450;https://www.vivareal.com.br//imovel/apartamento-3-quartos-imbui-bairros-salvador-com-garagem-70m2-venda-RS484000-id-2550750034/
Apartamento venda, 100 m2, 3/4, dependência completa, 2 vagas, varanda - Salvador;Alameda dos Jasmins, 110;[];[3];[3];[2];550000;1000;https://www.vivareal.com.br//imovel/apartamento-3-quartos-candeal-bairros-salvador-com-garagem-100m2-venda-RS550000-id-2555083946/
Apartamento para venda possui 60 m2 com 2 quartos;Rua Joaquim Ferreira, 1287;['60'];[2];[2];[1];170000;263;https://www.vivareal.com.br//imovel/apartamento-2-quartos-jardim-das-margaridas-bairros-salvador-com-garagem-60m2-venda-RS170000-id-2548154789/
Apartamento de 3 quartos com 1 suíte à venda, 86 m² por R$ 550.000,00 - Cidade Jardim;Rua Sócrates Guanaes Gomes;[];[3];[3];[1];550000;893;https://www.vivareal.com.br//imovel/apartamento-3-quartos-cidade-jardim-bairros-salvador-com-garagem-86m2-venda-RS550000-id-2556287830/
Apartamento à venda com 4/4 sendo 2 suítes e 135m à venda no Cidade Jardim - Salvador - Bahia;Rua Sócrates Guanaes Gomes, 180;['200'];[4];[5];[3];730000;1440;https://www.vivareal.com.br//imovel/apartamento-4-quartos-cidade-jardim-bairros-salvador-com-garagem-135m2-venda-RS730000-id-2556928952/
APART. VENDA/ALUGUEL 84M2 2/4 1 SUÍTE VISTA ABERTA 1 VAGA COBERTA PORT. 24H ARMÁRIOS COZINHA PORCELA;Rua Onze de Novembro, 1285;['84'];[2];[2];[1];1300;822;https://www.vivareal.com.br//imovel/apartamento-2-quartos-rio-vermelho-bairros-salvador-com-garagem-84m2-venda-RS295000-id-2549846244/
Apartamento para venda possui 120 metros quadrados com 3 quartos em Pituba - Salvador - BA;Rua Rubem Berta, 10;[];[3];[2];[1];355000;350;https://www.vivareal.com.br//imovel/apartamento-3-quartos-pituba-bairros-salvador-com-garagem-120m2-venda-RS355000-id-2551180762/
Apartamento para aluguel com 278 metros quadrados com 4 quartos em Vitória - Salvador - BA;Avenida Sete de Setembro, 1796;[];[4];[5];[4];4200000;3900;https://www.vivareal.com.br//imovel/apartamento-4-quartos-vitoria-bairros-salvador-com-garagem-278m2-venda-RS4200000-id-2553029411/
Apartamento para venda com 47 metros quadrados com 1 quarto em Armação - Salvador - BA;Rua Melvin Jones, 0;['47'];[1];[1];[1];419999;310;https://www.vivareal.com.br//imovel/apartamento-1-quartos-armacao-bairros-salvador-com-garagem-47m2-venda-RS419999-id-2546601301/
Apartamento para venda possui 98 metros quadrados com 3 quartos em Costa Azul - Salvador - BA;Rua Doutor Boureau, 82;[];[3];[3];[1];330000;440;https://www.vivareal.com.br//imovel/apartamento-3-quartos-costa-azul-bairros-salvador-com-garagem-98m2-venda-RS330000-id-2543469679/
Apartamento para venda com 76 metros quadrados com 2 quartos em Itaigara - Salvador - BA;-;[];[2];[3];[1];450000;500;https://www.vivareal.com.br//imovel/apartamento-2-quartos-itaigara-bairros-salvador-com-garagem-76m2-venda-RS450000-id-2551581688/
Apartamento 2/4, suíte, Condomínio clube, Canto belo / Aeroporto Salvador;Rodovia BA-526, ;['60'];[2];[2];[1];270000;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-sao-cristovao-bairros-salvador-com-garagem-60m2-venda-RS270000-id-2558362498/
Apartamento para venda com 82 metros quadrados com 3 quartos em Armação - Salvador - BA;Rua Rodolpho Coelho Cavalcante, 123;['82'];[3];[3];[2];530000;700;https://www.vivareal.com.br//imovel/apartamento-3-quartos-armacao-bairros-salvador-com-garagem-82m2-venda-RS530000-id-2557755382/
Alto Luxo Morro do Gato Barra;Rua Doutor Américo Silva, 1;['268'];[3];[5];[4];2600000;2300;https://www.vivareal.com.br//imovel/apartamento-3-quartos-barra-bairros-salvador-com-garagem-268m2-venda-RS2600000-id-2550630753/
Apartamento à Venda de 2 quartos com 1 suíte em Sussuarana - Salvador - BA.;Avenida Ulysses Guimarães, 149;['65'];[2];[2];[1];210000;285;https://www.vivareal.com.br//imovel/apartamento-2-quartos-sussuarana-bairros-salvador-com-garagem-65m2-venda-RS210000-id-2555965132/
Oportunidade! Apartamento 2/4 a venda no Costa Azul;-;['74'];[2];[3];[1];340000;680;https://www.vivareal.com.br//imovel/apartamento-2-quartos-costa-azul-bairros-salvador-com-garagem-74m2-venda-RS340000-id-2553220509/
Apartamento quarto e sala mobiliado - Pituba;-;['35'];[1];[1];[1];250000;750;https://www.vivareal.com.br//imovel/apartamento-1-quartos-pituba-bairros-salvador-com-garagem-35m2-venda-RS250000-id-2558658670/
02 QUARTOS, NASCENTE EM LUIZ ANSELMO;Rua Hélio de Oliveira;[];[2];[2];[1];230000;300;https://www.vivareal.com.br//imovel/apartamento-2-quartos-santa-teresa-bairros-salvador-com-garagem-80m2-venda-RS230000-id-2466394693/
Resgate 2 quartos com área Venda;Rua dos Bem-te-vis, ;['58'];[2];[1];[1];158000;160;https://www.vivareal.com.br//imovel/apartamento-2-quartos-resgate-bairros-salvador-com-garagem-58m2-venda-RS158000-id-2549336790/
2 QUARTOS NA PITUBA LINDAMENTE DECORADO COM ARMÁRIOS PLANEJADOS!;Rua Piauí;[];[2];[2];[2];560000;470;https://www.vivareal.com.br//imovel/apartamento-2-quartos-pituba-bairros-salvador-com-garagem-65m2-venda-RS560000-id-2553967814/
Apartamento 3 Suítes no Horto Bela Vista a Venda no Reserva das Árvores com 3 vagas;-;['123'];[3];[5];[3];950000;768;https://www.vivareal.com.br//imovel/apartamento-3-quartos-horto-bela-vista-bairros-salvador-com-garagem-123m2-venda-RS950000-id-2556087740/
Apartamento para venda tem 93 metros quadrados com 3 quartos em Patamares - Salvador - BA;Rua Bicuíba, 70;['93'];[3];[3];[2];670000;630;https://www.vivareal.com.br//imovel/apartamento-3-quartos-patamares-bairros-salvador-com-garagem-93m2-venda-RS670000-id-2540607022/
;-;['65'];[2];[4];[3];510000;482;https://www.vivareal.com.br//imovel/apartamento-2-quartos-patamares-bairros-salvador-com-garagem-65m2-venda-RS510000-id-2553340466/
Apartamento na boca do rio;Rua Tenente Gustavo dos Santos, ;['83'];[2];[1];[1];155000;155000;https://www.vivareal.com.br//imovel/apartamento-2-quartos-boca-do-rio-bairros-salvador-com-garagem-83m2-venda-RS155000-id-2558207582/
1/4 -Cond. Rodrigo Horácio- Brotas;Rua Campinas de Brotas, ;['40'];[1];[1];[0];110000;160;https://www.vivareal.com.br//imovel/apartamento-1-quartos-campinas-de-brotas-bairros-salvador-40m2-venda-RS110000-id-2557234627/
2/4 em Canabrava - Móveis Planejados- Móveis Planejados- Oportunidade !;Rua Nova Cidade II, 0;['54'];[2];[1];[1];130000;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-canabrava-bairros-salvador-com-garagem-54m2-venda-RS130000-id-2554806594/
APARTAMENTO DE 3 QUARTOS TOTAIS, 84 M² - COSTA AZUL – SALVADOR – BAHIA;Rua Professor Lourival Pimenta Bastos, 431;['84'];[3];[3];[1];300000;700;https://www.vivareal.com.br//imovel/apartamento-3-quartos-costa-azul-bairros-salvador-com-garagem-84m2-venda-RS300000-id-2547385353/
Apartamento Vivendas dos Pássaros!;Rua Professor Arnaldo Silveira, ;['50'];[2];[1];[1];155000;180;https://www.vivareal.com.br//imovel/apartamento-2-quartos-sao-rafael-bairros-salvador-com-garagem-50m2-venda-RS155000-id-2558753619/
Apartamento para venda com 67 metros quadrados com 2 quartos em Imbuí - Salvador - BA;Avenida Jorge Amado, 214;['65'];[2];[2];[1];310000;363;https://www.vivareal.com.br//imovel/apartamento-2-quartos-imbui-bairros-salvador-com-garagem-67m2-venda-RS310000-id-2556782848/
Apartamento de 3/4 na Graça R$ 550.000;Rua Rio de São Pedro, 1;[];[3];[2];[1];550000;1100;https://www.vivareal.com.br//imovel/apartamento-3-quartos-graca-bairros-salvador-com-garagem-140m2-venda-RS550000-id-2555549055/
Apartamento para venda com 1 quarto em Pituba - Salvador - BA;Rua Piauí, 439;['67'];[1];[1];[1];330000;466;https://www.vivareal.com.br//imovel/apartamento-1-quartos-pituba-bairros-salvador-com-garagem-67m2-venda-RS330000-id-2556489489/
vendo Apartamento Alto Padrão 4 Suítes Com 4 Vagas De Garagens;Rua Professor Sabino Silva, 461;['479'];[4];[6];[4];2200000;-;https://www.vivareal.com.br//imovel/apartamento-4-quartos-chame-chame-bairros-salvador-com-garagem-479m2-venda-RS2200000-id-2554720725/
Apartamento para venda com 148 metros quadrados com 3 suites em Pituba - Salvador - BA;Rua Ceará, 0;[];[3];[5];[3];630000;1280;https://www.vivareal.com.br//imovel/apartamento-3-quartos-pituba-bairros-salvador-com-garagem-148m2-venda-RS630000-id-2548642866/
Apartamento para Venda em Salvador, Stiep, 2 dormitórios, 2 banheiros;Rua Manoel Joaquim Alves, 314;['60'];[2];[2];[0];175000;180;https://www.vivareal.com.br//imovel/apartamento-2-quartos-stiep-bairros-salvador-60m2-venda-RS175000-id-2555205285/
Apartamento para venda possui 167 metros quadrados com 4 quartos Caminho das Árvores;Alameda dos Flamboyants, 201;[];[4];[5];[3];1550000;1500;https://www.vivareal.com.br//imovel/apartamento-4-quartos-caminho-das-arvores-bairros-salvador-com-garagem-167m2-venda-RS1550000-id-2552626527/
Apartamento para venda com 213 metros quadrados, na Vitória - Salvador - BA;Avenida Sete de Setembro, 2377;[];[4];[1];[4];1200000;1850;https://www.vivareal.com.br//imovel/apartamento-4-quartos-vitoria-bairros-salvador-com-garagem-213m2-venda-RS1200000-id-2494058488/
Bandeirantes- apartamento 2/4 sendo 01 suite,varanda 1º andar Nascente,Escriturado;Beco São Benedito, ;['85'];[2];[2];[0];180000;170;https://www.vivareal.com.br//imovel/apartamento-2-quartos-matatu-bairros-salvador-85m2-venda-RS180000-id-2557220428/
Apartamento para Venda em Salvador, BARRA, 3 dormitórios, 2 banheiros;Avenida Princesa Isabel, 756;['156'];[3];[2];[0];450000;890;https://www.vivareal.com.br//imovel/apartamento-3-quartos-barra-bairros-salvador-156m2-venda-RS450000-id-2551100153/
Apartamento para venda com 80 metros quadrados com 2 quartos em Candeal - Salvador - Bahia;Rua Alexandrina Ramalho, 157;[];[2];[2];[1];300000;750;https://www.vivareal.com.br//imovel/apartamento-2-quartos-candeal-bairros-salvador-com-garagem-80m2-venda-RS300000-id-2537816977/
Apartamento para venda possui 70 metros quadrados com 2 quartos em Brotas - Salvador - BA;Rua Amado Coutinho;['70'];[2];[2];[1];230000;525;https://www.vivareal.com.br//imovel/apartamento-2-quartos-brotas-bairros-salvador-com-garagem-70m2-venda-RS230000-id-2554932434/
Cobertura duplex para venda possui 245 metros quadrados com 4 quartos em Itaigara - Salvador - BA;Rua Doutor Hosannah de Oliveira, 0;['300'];[4];[5];[3];1600000;2500;https://www.vivareal.com.br//imovel/cobertura-4-quartos-itaigara-bairros-salvador-com-garagem-245m2-venda-RS1600000-id-2525241596/
Oportunidade! Vendo apto amplo: Matatu;Rua São Geraldo, ;['130'];[2];[2];[0];210000;130;https://www.vivareal.com.br//imovel/apartamento-2-quartos-matatu-bairros-salvador-130m2-venda-RS210000-id-2557233461/
Apartamento para venda possui 130 metros quadrados com 3 quartos em Pituba - Salvador - BA;Rua Amazonas;[];[3];[3];[1];520000;935;https://www.vivareal.com.br//imovel/apartamento-3-quartos-pituba-bairros-salvador-com-garagem-130m2-venda-RS520000-id-2525560678/
3 QUARTOS NO EDF.SOLAR DA PRAIA NO COSTA AZUL;Rua Professor Cassilandro Barbuda, 385;[];[3];[3];[2];390000;600;https://www.vivareal.com.br//imovel/apartamento-3-quartos-costa-azul-bairros-salvador-com-garagem-95m2-venda-RS390000-id-2551982982/
Apartamento para venda tem 182 metros quadrados com 4 quartos em Pituba - Salvador - BA;Avenida Professor Magalhães Neto, 1795;[];[4];[3];[4];1520000;1300;https://www.vivareal.com.br//imovel/apartamento-4-quartos-pituba-bairros-salvador-com-garagem-182m2-venda-RS1520000-id-2558229596/
Apartamento com 3 dormitórios à venda, 107 m² por R$ 730.000,00 - Graça - Salvador/BA;Rua Humberto de Campos;['107'];[3];[4];[2];730000;0;https://www.vivareal.com.br//imovel/apartamento-3-quartos-graca-bairros-salvador-com-garagem-107m2-venda-RS730000-id-2554067635/
Apartamento para venda tem 58 metros quadrados com 1 quarto em Graça - Salvador - BA;Rua Oito de Dezembro, 664;['68'];[1];[1];[1];500000;670;https://www.vivareal.com.br//imovel/apartamento-1-quartos-graca-bairros-salvador-com-garagem-58m2-venda-RS500000-id-2549935354/
Apartamento 2 Quartos para Venda em Salvador, Candeal, 2 dormitórios, 2 banheiros;-;['88'];[2];[2];[0];150000;150;https://www.vivareal.com.br//imovel/apartamento-2-quartos-candeal-bairros-salvador-88m2-venda-RS150000-id-2514562174/
Cobertura duplex para venda tem 104 metros quadrados com 2 quartos;Rua do Benjoim, 542;['104'];[2];[3];[1];530000;692;https://www.vivareal.com.br//imovel/cobertura-2-quartos-caminho-das-arvores-bairros-salvador-com-garagem-104m2-venda-RS530000-id-2550196101/
;Rua Altino Serbeto de Barros, 344;['145'];[4];[1];[2];850000;950;https://www.vivareal.com.br//imovel/apartamento-4-quartos-pituba-bairros-salvador-com-garagem-145m2-venda-RS850000-id-2555212253/
Apartamento para venda com 43 m², 2/4 em Dois de Julho Life, Nova Brasília - Salvador - BA;Avenida Aliomar Baleeiro, 216;[];[2];[1];[1];140000;230;https://www.vivareal.com.br//imovel/apartamento-2-quartos-nova-brasilia-bairros-salvador-com-garagem-43m2-venda-RS140000-id-2537143670/
EXCELENTE OPORTUNIDADE PARA ADQUIRIR SEU LINDO APARTAMENTO 2/4 NUMA ÓTIMA LOCALIZAÇÃO PRÓXIMO DO SAL;Rua Ipupiara;['68'];[2];[1];[1];169000;325;https://www.vivareal.com.br//imovel/apartamento-2-quartos-jardim-das-margaridas-bairros-salvador-com-garagem-46m2-venda-RS169000-id-2556610134/
Apartamento para venda com 52 metros quadrados com 2 quartos;Travessa Acalanto, 507;[];[2];[2];[0];215000;290;https://www.vivareal.com.br//imovel/apartamento-2-quartos-jardim-das-margaridas-bairros-salvador-52m2-venda-RS215000-id-2554829827/
3 SUÍTES, 135M², VARADA GOURMET, SALA EM 2 AMBIENTES, DEPENDÊNCIA COMPLETA, PATAMARES;Rua Salgueiro, 378;['135'];[3];[4];[2];1180000;852;https://www.vivareal.com.br//imovel/apartamento-3-quartos-patamares-bairros-salvador-com-garagem-135m2-venda-RS1180000-id-2558111578/
Brotas -Apartamento 3/4 sendo 01 suite Térreo garagem , Cond.R$ 150,00 documentação 100%;Rua Waldemar Falcão, ;['70'];[3];[2];[1];165000;150;https://www.vivareal.com.br//imovel/apartamento-3-quartos-candeal-bairros-salvador-com-garagem-70m2-venda-RS165000-id-2557219860/
Apartamento para venda tem 66 metros quadrados com 3 quartos em Itapuã - Salvador - BA;Avenida Dorival Caymmi, 3411;['76'];[3];[2];[1];380000;467;https://www.vivareal.com.br//imovel/apartamento-3-quartos-itapua-bairros-salvador-com-garagem-66m2-venda-RS380000-id-2556777421/
Condomínio Ike Imbui;Rua Novo Imbuí, 10;['109'];[4];[3];[2];610000;700;https://www.vivareal.com.br//imovel/apartamento-4-quartos-imbui-bairros-salvador-com-garagem-109m2-venda-RS610000-id-2555246171/
Apartamento com 3 dormitórios à venda, 106 m² por R$ 570.000,00 - Pituba - Salvador/BA;Rua João Bião de Cerqueira, 212;['106'];[3];[3];[2];570000;990;https://www.vivareal.com.br//imovel/apartamento-3-quartos-pituba-bairros-salvador-com-garagem-106m2-venda-RS570000-id-2556951079/
O SEU 2/4 COM SUÍTE E GARAGEM NA MELHOR LOCALIZAÇÃO DE NAZARÉ!;Rua do Paraíso;['63'];[2];[1];[1];270000;200;https://www.vivareal.com.br//imovel/apartamento-2-quartos-nazare-bairros-salvador-com-garagem-63m2-venda-RS270000-id-2556610325/
Apartamento com 4/4 com 3 suítes em Armação;Rua João Mendes da Costa Filho, ;['209'];[4];[5];[3];590000;-;https://www.vivareal.com.br//imovel/apartamento-4-quartos-armacao-bairros-salvador-com-garagem-209m2-venda-RS590000-id-2557562791/
Apartamento à Venda de 2 quartos próximo ao Shopping Bela Vista - Pernambués - Salvador - BA.;Rua Thomaz Gonzaga, 77;['52'];[2];[1];[];130000;150;https://www.vivareal.com.br//imovel/apartamento-2-quartos-pernambues-bairros-salvador-52m2-venda-RS130000-id-2556915827/
SEU QUARTO E SALA DE ALTO PADRÃO NA MELHOR LOCALIZAÇÃO DE ARMAÇÃO!;Rua Rodrigues Dórea;['40'];[1];[1];[1];265000;609;https://www.vivareal.com.br//imovel/apartamento-1-quartos-armacao-bairros-salvador-com-garagem-40m2-venda-RS265000-id-2556607685/
Apartamento para venda possui 65 metros quadrados com 3 quartos em Itapuã - Salvador - BA;Avenida Dorival Caymmi, 3;['65'];[3];[3];[1];450000;380;https://www.vivareal.com.br//imovel/apartamento-3-quartos-itapua-bairros-salvador-com-garagem-65m2-venda-RS450000-id-2558915172/
Apartamento para Venda em Salvador, Nazaré, 2 dormitórios, 1 suíte, 3 banheiros, 1 vaga;Boulevard América, 00;['162'];[2];[3];[1];229000;400;https://www.vivareal.com.br//imovel/apartamento-2-quartos-nazare-bairros-salvador-com-garagem-73m2-venda-RS229000-id-2551754639/
Rio Vermelho;Rua Rodrigo Argollo, ;['100'];[3];[1];[1];370000;650;https://www.vivareal.com.br//imovel/apartamento-3-quartos-rio-vermelho-bairros-salvador-com-garagem-100m2-venda-RS370000-id-2556578939/
Costa Azul 2/4 Suite e dependência completa com 2 vagas;-;['78'];[3];[3];[2];230000;300;https://www.vivareal.com.br//imovel/apartamento-3-quartos-costa-azul-bairros-salvador-com-garagem-78m2-venda-RS230000-id-2556601545/
Apartamento para venda tem 80 metros quadrados com 3 quartos em Baixa de Quintas - Salvador - BA;Rua Nova da Maternidade, 0;[];[3];[1];[0];170000;0;https://www.vivareal.com.br//imovel/apartamento-3-quartos-baixa-de-quintas-bairros-salvador-80m2-venda-RS170000-id-2549473686/
Apartamento para venda possui 50 metros quadrados com 1 quarto em Alphaville I - Salvador - BA;Avenida Alphaville;[];[1];[1];[1];410000;508;https://www.vivareal.com.br//imovel/apartamento-1-quartos-alphaville-i-bairros-salvador-com-garagem-50m2-venda-RS410000-id-2557154131/
Apartamento venda possui 134 metros quadrados com 3 quartos em Graça - Salvador - Bahia;Rua Manoel Barreto;[];[3];[2];[2];700000;1100;https://www.vivareal.com.br//imovel/apartamento-3-quartos-graca-bairros-salvador-com-garagem-134m2-venda-RS700000-id-2547431877/
Apartamento para venda com 210 metros quadrados com 3 quartos em Pituba - Salvador - Bahia;Rua Carmem Miranda, 0;[];[3];[4];[2];1350000;1200;https://www.vivareal.com.br//imovel/apartamento-3-quartos-pituba-bairros-salvador-com-garagem-210m2-venda-RS1350000-id-2554811700/
Apartamento Rio Vermelho, Cond. Pestana Bahia Lourge Residence;Rua da Fonte do Boi, ;['80'];[1];[1];[3];660000;2000;https://www.vivareal.com.br//imovel/apartamento-1-quartos-rio-vermelho-bairros-salvador-com-garagem-80m2-venda-RS660000-id-2557498178/
Ótimo apartamento de 128 m² com 3 quartos sendo 2 suítes, 2 vagas em Pituba - Salvador - BA;Avenida Paulo VI;[];[3];[4];[2];830000;980;https://www.vivareal.com.br//imovel/apartamento-3-quartos-itaigara-bairros-salvador-com-garagem-128m2-venda-RS830000-id-2554938178/
;Rua Jornalista Joaquim Ferraro Nascimento, ;['120'];[3];[2];[1];365000;400;https://www.vivareal.com.br//imovel/apartamento-3-quartos-pituba-bairros-salvador-com-garagem-120m2-venda-RS365000-id-2525742786/
Excelente 2/4 na Paralela - 68m² - Valor Imperdível - Bem localizado - Pra vender logo;Avenida Edgard Santos, ;['68'];[2];[2];[1];320000;0;https://www.vivareal.com.br//imovel/apartamento-2-quartos-narandiba-bairros-salvador-com-garagem-68m2-venda-RS320000-id-2557592951/
Apartamento para venda com 72 metros quadrados com 2 quartos em Itapuã - Salvador - Bahia;Avenida das Dunas;[];[2];[2];[1];398000;496;https://www.vivareal.com.br//imovel/apartamento-2-quartos-itapua-bairros-salvador-com-garagem-72m2-venda-RS398000-id-2556409119/
